source,reference,terms,base_basic,base_strong,lora_no_term,lora_basic,lora_basic_cleaned,terms_dict,qwen3b_basic,qwen3b_strong,qwen3b_no_term
Displays the creation record of the entitlement mapping.,Zeigt den Datensatz zur Erstellung der Anrechtszuordnung an.,"{'entitlement': 'Anrecht', 'mapping': 'Zuordnung'}",Zeigt die Erstellungserkennung der Entitätszuordnung an.,Entitätszuordnung anzeigen.,Zeigt die Erstellungserinnerung des Entitätsmappings an.,"Entschuldigung, Sie haben keine deutschen Übersetzungen für die Terminologie ""entitlement"" und ""mapping"".","Entschuldigung, Sie haben keine deutschen Übersetzungen für die Terminologie ""entitlement"" und ""mapping"".","{'entitlement': 'Anrecht', 'mapping': 'Zuordnung'}",Zeigt die Erstellungsverfolgung der Anrechtzuordnung.,Zeigt den Erstellungsverlauf der Anrechtzuordnung.,Zeigt den Erstellungsverlauf der Berechtigungsanforderung.
You can define a standard available capacity.,Festlegen eines Standardkapazitätsangebot,{'standard available capacity': 'Standardkapazitätsangebot'},Du kannst ein Standardkapazitätsangebot definieren.,Standardkapazitätsangebot definieren können.,Standardverfügbarkeit definieren.,Standardkapazitätsangebot definieren.,Standardkapazitätsangebot definieren.,{'standard available capacity': 'Standardkapazitätsangebot'},Standardkapazitätsangebot können Sie definieren.,Sie können eine Standardkapazitätsangebote definieren.,Sie können eine Standardkapazität definieren.
"For more information about confirmation strategies, see .",Weitere Informationen zu Bestätigungsstrategien finden Sie unter .,{'confirmation': 'Bestätigung'},"Zur Information über Bestätigungsstrategien, siehe.",Bestätigungsszenarien für weitere Informationen zu sehen.,Weitere Informationen zu Verifizierungsszenarien finden Sie unter .,Weitere Informationen zu den Strategien zur Bestätigung finden Sie unter .,Weitere Informationen zu den Strategien zur Bestätigung finden Sie unter .,{'confirmation': 'Bestätigung'},"Für mehr Informationen zur Bestätigung strategien, siehe .","Für mehr Informationen zur Bestätigung strategien, siehe .","Für mehr Informationen über Bestätigungsstrategien, siehe ."
Deal Publishing performs the following functions:,Bei der Geschäftsveröffentlichung werden die folgenden Funktionen ausgeführt:,{'deal': 'Geschäft'},Geschäftsbuchung führt die folgenden Funktionen aus:,Geschäftsbuchung durchführt die folgenden Funktionen:,Dealspezialisierung: Sie können die folgenden Funktionen ausführen:,"Dealsuche GmbH ist für die folgenden Funktionen verantwortlich:
Geschäftsverwaltung","Dealsuche GmbH ist für die folgenden Funktionen verantwortlich:
Geschäftsverwaltung",{'deal': 'Geschäft'},Geschäftspublikationen erledigen die folgenden Aufgaben:,Geschäftspublikationen erledigen die folgenden Aufgaben:,Deal Verlag erfüllt die folgenden Funktionen:
The following table contains the options for format_string.,Die folgende Tabelle enthält die Optionen für Formatzeichenfolge.,{'string': 'Zeichenfolge'},Die folgende Tabelle enthält die Optionen für format_string.,Die folgende Tabelle enthält die Optionen für format_string.,Die folgende Tabelle enthält die Optionen für format_string.,Zeichenfolgenformatierungsoptionen finden Sie in der folgenden Tabelle.,Zeichenfolgenformatierungsoptionen finden Sie in der folgenden Tabelle.,{'string': 'Zeichenfolge'},Die folgende Tabelle enthält die Optionen für die Zeichenfolge.,Die folgende Tabelle enthält die Optionen für die Zeichenfolge.,Die folgende Tabelle enthält die Optionen für format_string.
Select the datasource from which you want to import data.,"Wählen Sie die Datenquelle aus, aus der Sie Daten importieren möchten.",{'source': 'Datenquelle'},Wählen Sie die Datenquelle aus der von Ihnen zur Importation von Daten gewünscht ist.,"Datenquelle auswählen, von der Sie Daten importieren möchten.","Wählen Sie das Datenquellen aus, von dem Sie Daten importieren möchten.","Datenquelle auswählen, von der Sie Daten importieren möchten.","Datenquelle auswählen, von der Sie Daten importieren möchten.",{'source': 'Datenquelle'},"Wählen Sie die Datenquelle aus, von der Sie die Daten importieren möchten.","Wählen Sie die Datenquelle aus, von der Sie die Daten importieren möchten.","Wählen Sie die Datenquelle aus, von der Sie die Daten importieren möchten."
Create and Edit Currency Conversion Tables,Währungsumrechnungstabellen erstellen und bearbeiten,{'create': 'erstellen'},Erstellen und Bearbeiten von Währungskonvertierungs-Tabelle,Erstellen und Bearbeiten von Währungskonvertierungs-Tabelle,"Gerne! Hier ist die deutsche Übersetzung:

Erstellen und Bearbeiten von Währungsumrechnungstabelle","Gerne! Hier ist die deutsche Übersetzung:

Erstellen und Bearbeiten von Währungskonvertierungs-Tabelle",Erstellen und Bearbeiten von Währungskonvertierungs-Tabelle,{'create': 'erstellen'},Erstellen und Bearbeiten von Währungsumrechnungstafeln,Erstellen und Bearbeiten von Währungsumrechnungstabellen,Erstellen und Bearbeiten von Währungsumrechnungstafeln
Restart the failed message.,Starten Sie die fehlgeschlagene Nachricht neu.,{'message': 'Nachricht'},Neu starten der fehlgeschlagenen Nachricht.,Nachricht beenden und neu starten.,Gerätschaftilfe,Nicht erfolgreich gestartete Nachricht wiederherstellen,Nicht erfolgreich gestartete Nachricht wiederherstellen,{'message': 'Nachricht'},Ersetze die fehlerhafte Nachricht.,Neustarten der fehlgeschlagenen Nachricht.,Ersetze das fehlerhafte Nachrichtenblatt.
AP Open Item or,offener Debitorenposten oder,{'item': 'Posten'},AP Offene Posten,Posten oder,Gerne!,AP Offene Posten,AP Offene Posten,{'item': 'Posten'},AP Offenheitsposten oder,Posten oder,AP Offen Item oder
You can upload files only of the following types:,Es ist nur ein Upload folgender Dateitypen möglich:,{'upload': 'Upload'},Du kannst nur Dateien der folgenden Typen hochladen:,Upload nur Dateien der folgenden Typen hochzuladen:,Sie können nur Dateien der folgenden Typen hochladen:,"Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:","Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:",{'upload': 'Upload'},Sie können nur die folgenden Dateitypen hochladen:,Sie können nur die folgenden Dateitypen hochladen:,Sie können nur die folgenden Dateitypen hochladen:
List View and Graphical View.,Listensicht und  Grafische Sicht.,{'list view': 'Listensicht'},Listensicht und Grafikansicht.,Listensicht und Grafikansicht.,Listeansicht und Grafikansicht,Listensicht und Grafikansicht.,Listensicht und Grafikansicht.,{'list view': 'Listensicht'},Listensicht und Grafische Ansicht.,Listensicht und Grafische Ansicht.,ListView und Grafische Ansicht.
Select the columns to display on the smart table.,"Spalten auswählen, die in der intelligenten Tabelle angezeigt werden sollen.","{'select': 'auswählen', 'Table': 'Tabelle'}",Auswählen der Spalten für die Smart-Tabelle anzeigen.,Auswählen der Spalten für die Smart-Tabelle anzeigen.,"Von der Smart-Tabelle anzeigen möchten, wählen Sie die Spalten aus.","Gerne! Hier ist die deutsche Übersetzung:

Deutsch: Auswählen Sie die Spalten, die auf der Smart-Tabelle angezeigt werden sollen.","Deutsch: Auswählen Sie die Spalten, die auf der Smart-Tabelle angezeigt werden sollen.","{'select': 'auswählen', 'Table': 'Tabelle'}","Auswählen die Spalten, die auf der Intelligenztabelle angezeigt werden sollen. 

Note: The term ""smart table"" is not commonly used in German technical contexts. A more appropriate translation would be ""Intelligenztabelle,"" which is a direct transliteration of ""smart table."" However, if you prefer to keep it as ""Intelligenztabelle,"" then my previous translation is correct. If you want to use ""Intelligenztabelle,"" here's how it would look:

German translation (using ""Intelligenztabelle""):
Auswählen die Spalten, die auf der Intelligenztabelle angezeigt werden sollen.","Auswählen die Spalten, die auf der intelligenten Tabelle angezeigt werden sollen.","Wählen Sie die Spalten aus, die auf der Integrierten Tabelle angezeigt werden sollen."
This issue can be caused by any of the following scenarios:,This issue can be caused by any of the following scenarios:,"{'following': 'Following', 'scenario': 'Scenario', 'issue': 'Issue'}",Dieses Problem kann durch jeden der folgenden Scenarien verursacht werden:,Dieses Problem kann durch jeden der folgenden Scenarien verursacht werden:,"Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.",This issue can be caused by any of the following scenarios:,This issue can be caused by any of the following scenarios:,"{'following': 'Following', 'scenario': 'Scenario', 'issue': 'Issue'}","Diese Frage kann durch die folgenden Szenarien verursacht werden:

Note: The term ""Issue"" is commonly translated as ""Frage"" in this context, but it's important to consider the specific field or document you're translating for, as ""Problembereich"" or ""Fragenstellung"" might also be appropriate depending on the subject matter. However, based on the given terminology, I've used ""Frage"" which is a common translation for ""Issue.""",Diese Issue kann durch die folgenden Szenarien verursacht werden:,Diese Frage kann durch die folgenden Situationen verursacht werden:
Select the tag you want to map to the indicator.,"Wählen Sie das Tag, das Sie dem Indikator zuordnen möchten.",{'indicator': 'Indikator'},"Wählen Sie den Tag aus, der dem Indikator zugeordnet werden soll.","Indizieren Sie den Tag, der zum Indikator mappen soll.","Von der Liste auswählen, die Sie zu dem Indikator mappen möchten.","Indizieren Sie den Tag, der mit dem Indikator verknüpft werden soll.","Indizieren Sie den Tag, der mit dem Indikator verknüpft werden soll.",{'indicator': 'Indikator'},"Wählen Sie den Tag aus, der dem Indikator zugeordnet werden soll.","Wählen Sie den Tag aus, der zu dem Indikator umgeleitet werden soll.","Wählen Sie die Tag, der zu dem Indikator zugeordnet werden soll."
Reassigning Change Documents,Neuzuordnung von Änderungsdokumenten,{'change document': 'Änderungsdokument'},Änderungsdokumenten zurückgeben,Änderungsdokumenten zuweisen,Reassignieren von Änderungsanträgen,Änderungs-Dokumente anfordern,Änderungs-Dokumente anfordern,{'change document': 'Änderungsdokument'},Änderungsdokument umreichen,Änderungsdokument umverteilen,Änderungsanforderungen zurückzuteilen
The request is deleted.,Der Antrag wird gelöscht.,{'request': 'Antrag'},Der Antrag wurde gelöscht.,Der Antrag wird gelöscht.,Der Request wurde gelöscht.,Der Antrag wurde gelöscht.,Der Antrag wurde gelöscht.,{'request': 'Antrag'},Der Antrag wird gelöscht.,Der Antrag ist gelöscht.,Die Anfrage wird gelöscht.
Any other Transaction Type :,Beliebige andere Geschäftsart:,{'transaction': 'Geschäft'},Geschäft :,Geschäft :,Anfordern Sie eine andere Transaktionsart :,Geschäftszahlung,Geschäftszahlung,{'transaction': 'Geschäft'},Gibt es noch andere Geschäftstypen?,Jeder andere Geschäftstyp:,Jeder andere Transaktionsart:
Deactivate Application Log,Deactivate Application Log,{'log': 'Log'},Deaktivieren Sie das Anwendungslager,Deaktivieren Sie das Anwendungslager,Deaktivieren Sie das Anwendungsspeicherkonto,Deaktivieren Sie das Anwendungsprotokoll,Deaktivieren Sie das Anwendungsprotokoll,{'log': 'Log'},Deaktiviere Anwendungslog,Deaktiviere Anwendungslog,Deaktiviere Anwendungsprotokoll
This is a merged tile,Hierbei handelt es sich um eine zusammengeführte Kachel.,{'tile': 'Kachel'},Dies ist eine Mergertile,Kachelmuster,Mergerichtete Tile,Kachel zusammengefügt,Kachel zusammengefügt,{'tile': 'Kachel'},Dies ist eine gemischte Kachel,Dies ist eine geklammerte Kachel,Dies ist ein vereinigtes Feld
A unique identifier for the budget period.,Eine eindeutige Kennung für die Budgetperiode.,{'ID': 'Kennung'},Kennung für den Budgetszeitraum.,Kennung für den Budgetszeitraum,Unique Budget Period Identifier,Kennung für die Budgetperiode,Kennung für die Budgetperiode,{'ID': 'Kennung'},Die Kennung für die Finanzperiode.,Eine eindeutige Kennung für das Budgetperiode.,Ein einzigartiger Identifikator für das Budgetperiode.
SAP HANA SQL Associations,SQL-Zuordnungen für SAP HANA,{'association': 'Zuordnung'},SAP HANA SQL Zuordnungen,Zuordnungen in der SAP HANA SQL,SAP HANA SQL Verknüpfungen,SAP HANA SQL Zuordnungen,SAP HANA SQL Zuordnungen,{'association': 'Zuordnung'},SAP HANA SQL-Zuordnungen,SAP HANA SQL Zuordnungen,SAP HANA SQL-Verbindungen
Certificate audit results.,Ergebnisse des Zertifikataudits.,{'audit': 'Audit'},Zertifikat-Audits Ergebnisse.,Auditresultate der Zertifizierung.,Vollständige Zertifizierungsergebnisse,Audit der Zertifizierungsergebnisse.,Audit der Zertifizierungsergebnisse.,{'audit': 'Audit'},Auditergebnisse,Auditergebnisse,Zertifikatprüfungsergebnisse.
Select the shared object.,Wählen Sie das gemeinsam genutzte Objekt aus.,{'shared object': 'gemeinsam genutztes Objekt'},Gleisobjekt auswählen.,Gleisverbindung selektieren.,Von der Liste auswählen Sie das gemeinsame Objekt.,"Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.",{'shared object': 'gemeinsam genutztes Objekt'},Wählen Sie das gemeinsam genutzte Objekt aus.,Wählen Sie das gemeinsam genutzte Objekt.,Wählen Sie das geteilte Objekt aus.
Select the subscriptions that you want to delete in batch.,"Wählen Sie die Subskriptionen aus, die Sie im Batch löschen möchten.",{'subscription': 'Subskription'},"Wählen Sie die Subscriptions aus, die Sie im Batch löschen möchten.","Subskriptionen auswählen, die Sie im Batch löschen möchten.",Von den gewünschten Abonnementen auswählen Sie die zu löschen.,"Gerne! Hier ist die deutsche Übersetzung:

Deaktivieren Sie im Batch die folgenden Abonnements:",Deaktivieren Sie im Batch die folgenden Abonnements:,{'subscription': 'Subskription'},Wählen Sie die zu löschenen Subskriptionen in Batch aus.,Wählen Sie die zu löschenen Subskriptionen in Batch aus.,Wählen Sie die zu löschenen Abonnements in Batch aus.
Create and Maintain Data Actions,Datenaktionen erstellen und pflegen,{'create': 'erstellen'},Erstellen und Verwaltung von Datenaktionen,Erstellen und Überwachen von Datenaktionen,"Gerne! Hier ist die deutsche Übersetzung:

Erstellen und Verwaltung von Datenaktionen","Gerne! Hier ist die deutsche Übersetzung:

Erstellen und Verwaltung von Datenaktionen",Erstellen und Verwaltung von Datenaktionen,{'create': 'erstellen'},Erstellen und Pflegen von Datenaktionen,Erstellen und Pflegen von Datenaktionen,Erstellen und Pflegen von Datenaktionen
The MM transactions are displayed,Die Geldhandelsgeschäfte werden angezeigt.,{'transaction': 'Geschäft'},Die MM-Geschäfte werden angezeigt,Die MM-Geschäfte werden angezeigt,MM-Transaktionen werden angezeigt,MM-Geschäfte werden angezeigt,MM-Geschäfte werden angezeigt,{'transaction': 'Geschäft'},Die MM-Geschäfte werden angezeigt,Die MM-Geschäfte sind angezeigt,Die MM-Transaktionen werden angezeigt
Make changes to the gross price.,Nehmen Sie Änderungen am Bruttopreis vor.,{'change': 'Änderung'},Ändere die brutto-Preisangaben.,Änderungen am brutto Preis machen.,Geräte und Dienstleistungen können in den Preislisten angepasst werden.,Ändern Sie die brutto-Preisänderungen,Ändern Sie die brutto-Preisänderungen,{'change': 'Änderung'},Änderungen am Bruttogesamtpreis vornehmen.,Änderung am Bruttogesamtpreis.,Ändere den Bruttogesamtpreis.
What is the purchase requisition item type?,Wie lautet die Bestellanforderungs-Positionsart?,{'purchase requisition item type': 'Bestellanforderungs-Positionsart'},Bestellanforderungs-Positionsart,Bestellanforderungs-Positionsart,Geräteart für die Bestellanfrage verwenden?,Bestellanforderungs-Positionsart,Bestellanforderungs-Positionsart,{'purchase requisition item type': 'Bestellanforderungs-Positionsart'},Was ist die Bestellanforderungs-Positionsart?,Was ist die Bestellanforderungs-Positionsart?,Was ist der Bestellanforderungstexttyp?
